min_delta,max_lvn_ratio,min_impulse_size,min_impulse_score,take_profit,trailing_stop,stop_buffer,breakout_threshold,max_hunting_bars,total_trades,wins,losses,breakevens,win_rate,profit_factor,sharpe_ratio,avg_win,avg_loss,total_pnl,max_drawdown,rr_ratio,expectancy
35,0.25,20,4,25,7,3,2,600,7,2,5,0,28.57,1.13,0.81,6.50,-2.30,1.50,159.00,2.83,0.21
35,0.25,20,4,25,7,3,2,900,7,2,5,0,28.57,1.13,0.81,6.50,-2.30,1.50,159.00,2.83,0.21
35,0.25,20,4,25,8,2,2,600,7,2,5,0,28.57,1.33,1.85,5.50,-1.65,2.75,114.00,3.33,0.39
35,0.25,20,4,25,8,2,2,900,7,2,5,0,28.57,1.33,1.85,5.50,-1.65,2.75,114.00,3.33,0.39
35,0.25,20,4,25,8,3,2,600,7,2,5,0,28.57,0.83,-1.34,5.50,-2.65,-2.25,214.00,2.08,-0.32
35,0.25,20,4,25,8,3,2,900,7,2,5,0,28.57,0.83,-1.34,5.50,-2.65,-2.25,214.00,2.08,-0.32
35,0.25,20,4,30,5,2,2,600,7,2,5,0,28.57,1.55,2.77,5.62,-1.45,4.00,102.00,3.88,0.57
35,0.25,20,4,30,5,2,2,900,7,2,5,0,28.57,1.55,2.77,5.62,-1.45,4.00,102.00,3.88,0.57
35,0.25,20,4,30,5,3,2,600,7,3,4,0,42.86,1.41,2.35,4.33,-2.31,3.75,118.00,1.87,0.54
35,0.25,20,4,30,5,3,2,900,7,3,4,0,42.86,1.41,2.35,4.33,-2.31,3.75,118.00,1.87,0.54
35,0.25,20,4,30,6,2,2,600,7,2,5,0,28.57,1.82,3.60,7.50,-1.65,6.75,102.00,4.55,0.96
35,0.25,20,4,30,6,2,2,900,7,2,5,0,28.57,1.82,3.60,7.50,-1.65,6.75,102.00,4.55,0.96
35,0.25,20,4,30,6,3,2,600,7,3,4,0,42.86,1.40,2.22,5.25,-2.81,4.50,123.00,1.87,0.64
35,0.25,20,4,30,6,3,2,900,7,3,4,0,42.86,1.40,2.22,5.25,-2.81,4.50,123.00,1.87,0.64
35,0.25,20,4,30,7,2,2,600,7,2,5,0,28.57,1.58,2.83,6.50,-1.65,4.75,102.00,3.94,0.68
35,0.25,20,4,30,7,2,2,900,7,2,5,0,28.57,1.58,2.83,6.50,-1.65,4.75,102.00,3.94,0.68
35,0.25,20,4,30,7,3,2,600,7,2,5,0,28.57,1.13,0.81,6.50,-2.30,1.50,159.00,2.83,0.21
35,0.25,20,4,30,7,3,2,900,7,2,5,0,28.57,1.13,0.81,6.50,-2.30,1.50,159.00,2.83,0.21
35,0.25,20,4,30,8,2,2,600,7,2,5,0,28.57,1.33,1.85,5.50,-1.65,2.75,114.00,3.33,0.39
35,0.25,20,4,30,8,2,2,900,7,2,5,0,28.57,1.33,1.85,5.50,-1.65,2.75,114.00,3.33,0.39
35,0.25,20,4,30,8,3,2,600,7,2,5,0,28.57,0.83,-1.34,5.50,-2.65,-2.25,214.00,2.08,-0.32
35,0.25,20,4,30,8,3,2,900,7,2,5,0,28.57,0.83,-1.34,5.50,-2.65,-2.25,214.00,2.08,-0.32
35,0.25,20,4,35,5,2,2,600,7,2,5,0,28.57,1.55,2.77,5.62,-1.45,4.00,102.00,3.88,0.57
35,0.25,20,4,35,5,2,2,900,7,2,5,0,28.57,1.55,2.77,5.62,-1.45,4.00,102.00,3.88,0.57
35,0.25,20,4,35,5,3,2,600,7,3,4,0,42.86,1.41,2.35,4.33,-2.31,3.75,118.00,1.87,0.54
35,0.25,20,4,35,5,3,2,900,7,3,4,0,42.86,1.41,2.35,4.33,-2.31,3.75,118.00,1.87,0.54
35,0.25,20,4,35,6,2,2,600,7,2,5,0,28.57,1.82,3.60,7.50,-1.65,6.75,102.00,4.55,0.96
35,0.25,20,4,35,6,2,2,900,7,2,5,0,28.57,1.82,3.60,7.50,-1.65,6.75,102.00,4.55,0.96
35,0.25,20,4,35,6,3,2,600,7,3,4,0,42.86,1.40,2.22,5.25,-2.81,4.50,123.00,1.87,0.64
35,0.25,20,4,35,6,3,2,900,7,3,4,0,42.86,1.40,2.22,5.25,-2.81,4.50,123.00,1.87,0.64
35,0.25,20,4,35,7,2,2,600,7,2,5,0,28.57,1.58,2.83,6.50,-1.65,4.75,102.00,3.94,0.68
35,0.25,20,4,35,7,2,2,900,7,2,5,0,28.57,1.58,2.83,6.50,-1.65,4.75,102.00,3.94,0.68
35,0.25,20,4,35,7,3,2,600,7,2,5,0,28.57,1.13,0.81,6.50,-2.30,1.50,159.00,2.83,0.21
35,0.25,20,4,35,7,3,2,900,7,2,5,0,28.57,1.13,0.81,6.50,-2.30,1.50,159.00,2.83,0.21
35,0.25,20,4,35,8,2,2,600,7,2,5,0,28.57,1.33,1.85,5.50,-1.65,2.75,114.00,3.33,0.39
35,0.25,20,4,35,8,2,2,900,7,2,5,0,28.57,1.33,1.85,5.50,-1.65,2.75,114.00,3.33,0.39
35,0.25,20,4,35,8,3,2,600,7,2,5,0,28.57,0.83,-1.34,5.50,-2.65,-2.25,214.00,2.08,-0.32
35,0.25,20,4,35,8,3,2,900,7,2,5,0,28.57,0.83,-1.34,5.50,-2.65,-2.25,214.00,2.08,-0.32
40,0.25,20,4,25,5,2,2,600,5,3,2,0,60.00,7.10,13.45,5.92,-1.25,15.25,58.00,4.73,3.05
40,0.25,20,4,25,5,2,2,900,5,3,2,0,60.00,7.10,13.45,5.92,-1.25,15.25,58.00,4.73,3.05
40,0.25,20,4,25,5,3,2,600,5,4,1,0,80.00,7.80,15.64,4.88,-2.50,17.00,54.00,1.95,3.40
40,0.25,20,4,25,5,3,2,900,5,4,1,0,80.00,7.80,15.64,4.88,-2.50,17.00,54.00,1.95,3.40
40,0.25,20,4,25,6,2,2,600,5,3,2,0,60.00,8.20,13.67,6.83,-1.25,18.00,58.00,5.47,3.60
40,0.25,20,4,25,6,2,2,900,5,3,2,0,60.00,8.20,13.67,6.83,-1.25,18.00,58.00,5.47,3.60
40,0.25,20,4,25,6,3,2,600,5,4,1,0,80.00,8.50,14.41,5.31,-2.50,18.75,54.00,2.12,3.75
40,0.25,20,4,25,6,3,2,900,5,4,1,0,80.00,8.50,14.41,5.31,-2.50,18.75,54.00,2.12,3.75
40,0.25,20,4,25,7,2,2,600,5,3,2,0,60.00,7.00,12.81,5.83,-1.25,15.00,58.00,4.67,3.00
40,0.25,20,4,25,7,2,2,900,5,3,2,0,60.00,7.00,12.81,5.83,-1.25,15.00,58.00,4.67,3.00
40,0.25,20,4,25,7,3,2,600,5,3,2,0,60.00,6.36,12.20,5.83,-1.38,14.75,63.00,4.24,2.95
40,0.25,20,4,25,7,3,2,900,5,3,2,0,60.00,6.36,12.20,5.83,-1.38,14.75,63.00,4.24,2.95
40,0.25,20,4,25,8,2,2,600,5,3,2,0,60.00,5.80,11.67,4.83,-1.25,12.00,58.00,3.87,2.40
40,0.25,20,4,25,8,2,2,900,5,3,2,0,60.00,5.80,11.67,4.83,-1.25,12.00,58.00,3.87,2.40
40,0.25,20,4,25,8,3,2,600,5,3,2,0,60.00,3.22,8.54,4.83,-2.25,10.00,98.00,2.15,2.00
40,0.25,20,4,25,8,3,2,900,5,3,2,0,60.00,3.22,8.54,4.83,-2.25,10.00,98.00,2.15,2.00
40,0.25,20,4,30,5,2,2,600,5,3,2,0,60.00,7.10,13.45,5.92,-1.25,15.25,58.00,4.73,3.05
40,0.25,20,4,30,5,2,2,900,5,3,2,0,60.00,7.10,13.45,5.92,-1.25,15.25,58.00,4.73,3.05
40,0.25,20,4,30,5,3,2,600,5,4,1,0,80.00,7.80,15.64,4.88,-2.50,17.00,54.00,1.95,3.40
40,0.25,20,4,30,5,3,2,900,5,4,1,0,80.00,7.80,15.64,4.88,-2.50,17.00,54.00,1.95,3.40
40,0.25,20,4,30,6,2,2,600,5,3,2,0,60.00,8.20,13.67,6.83,-1.25,18.00,58.00,5.47,3.60
40,0.25,20,4,30,6,2,2,900,5,3,2,0,60.00,8.20,13.67,6.83,-1.25,18.00,58.00,5.47,3.60
40,0.25,20,4,30,6,3,2,600,5,4,1,0,80.00,8.50,14.41,5.31,-2.50,18.75,54.00,2.12,3.75
40,0.25,20,4,30,6,3,2,900,5,4,1,0,80.00,8.50,14.41,5.31,-2.50,18.75,54.00,2.12,3.75
40,0.25,20,4,30,7,2,2,600,5,3,2,0,60.00,7.00,12.81,5.83,-1.25,15.00,58.00,4.67,3.00
40,0.25,20,4,30,7,2,2,900,5,3,2,0,60.00,7.00,12.81,5.83,-1.25,15.00,58.00,4.67,3.00
40,0.25,20,4,30,7,3,2,600,5,3,2,0,60.00,6.36,12.20,5.83,-1.38,14.75,63.00,4.24,2.95
40,0.25,20,4,30,7,3,2,900,5,3,2,0,60.00,6.36,12.20,5.83,-1.38,14.75,63.00,4.24,2.95
40,0.25,20,4,30,8,2,2,600,5,3,2,0,60.00,5.80,11.67,4.83,-1.25,12.00,58.00,3.87,2.40
40,0.25,20,4,30,8,2,2,900,5,3,2,0,60.00,5.80,11.67,4.83,-1.25,12.00,58.00,3.87,2.40
40,0.25,20,4,30,8,3,2,600,5,3,2,0,60.00,3.22,8.54,4.83,-2.25,10.00,98.00,2.15,2.00
40,0.25,20,4,30,8,3,2,900,5,3,2,0,60.00,3.22,8.54,4.83,-2.25,10.00,98.00,2.15,2.00
40,0.25,20,4,35,5,2,2,600,5,3,2,0,60.00,7.10,13.45,5.92,-1.25,15.25,58.00,4.73,3.05
40,0.25,20,4,35,5,2,2,900,5,3,2,0,60.00,7.10,13.45,5.92,-1.25,15.25,58.00,4.73,3.05
40,0.25,20,4,35,5,3,2,600,5,4,1,0,80.00,7.80,15.64,4.88,-2.50,17.00,54.00,1.95,3.40
40,0.25,20,4,35,5,3,2,900,5,4,1,0,80.00,7.80,15.64,4.88,-2.50,17.00,54.00,1.95,3.40
40,0.25,20,4,35,6,2,2,600,5,3,2,0,60.00,8.20,13.67,6.83,-1.25,18.00,58.00,5.47,3.60
40,0.25,20,4,35,6,2,2,900,5,3,2,0,60.00,8.20,13.67,6.83,-1.25,18.00,58.00,5.47,3.60
40,0.25,20,4,35,6,3,2,600,5,4,1,0,80.00,8.50,14.41,5.31,-2.50,18.75,54.00,2.12,3.75
40,0.25,20,4,35,6,3,2,900,5,4,1,0,80.00,8.50,14.41,5.31,-2.50,18.75,54.00,2.12,3.75
40,0.25,20,4,35,7,2,2,600,5,3,2,0,60.00,7.00,12.81,5.83,-1.25,15.00,58.00,4.67,3.00
40,0.25,20,4,35,7,2,2,900,5,3,2,0,60.00,7.00,12.81,5.83,-1.25,15.00,58.00,4.67,3.00
40,0.25,20,4,35,7,3,2,600,5,3,2,0,60.00,6.36,12.20,5.83,-1.38,14.75,63.00,4.24,2.95
40,0.25,20,4,35,7,3,2,900,5,3,2,0,60.00,6.36,12.20,5.83,-1.38,14.75,63.00,4.24,2.95
40,0.25,20,4,35,8,2,2,600,5,3,2,0,60.00,5.80,11.67,4.83,-1.25,12.00,58.00,3.87,2.40
40,0.25,20,4,35,8,2,2,900,5,3,2,0,60.00,5.80,11.67,4.83,-1.25,12.00,58.00,3.87,2.40
40,0.25,20,4,35,8,3,2,600,5,3,2,0,60.00,3.22,8.54,4.83,-2.25,10.00,98.00,2.15,2.00
40,0.25,20,4,35,8,3,2,900,5,3,2,0,60.00,3.22,8.54,4.83,-2.25,10.00,98.00,2.15,2.00
